Id,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,msd_track_id
12706,39.12,6.54,4.69,3.455,2.877,2.455,2.234,1.927,1.873,1.982,1.676,1.619,1.47,-127.8,12.58,1.241,2.519,0.9045,-0.9442,-0.9875,0.03448,-0.6821,0.1183,-0.7978,-0.6288,-0.4665,TRGRBCH128F92E54A2
12707,37.96,4.746,3.285,2.291,2.02,1.926,1.751,1.577,1.613,1.643,1.358,1.459,1.347,-81.69,7.287,-3.646,4.647,1.175,0.7109,-0.06531,1.204,-1.298,1.118,-0.6485,-0.1762,0.3721,TRMIHGT128F92F8FB4
12708,37.81,4.253,4.44,3.701,3.747,2.835,2.524,1.89,1.922,1.935,2.148,1.669,1.467,-140.6,26.21,-5.162,5.075,-0.7996,-1.658,0.5645,-0.3338,0.08685,-1.241,-0.492,0.6444,0.1946,TRTUJFW128F934E828
12709,51.36,7.307,5.481,4.608,3.59,3.079,3.037,2.344,2.215,2.067,1.909,1.692,1.614,-124.7,6.536,0.6458,3.524,1.212,0.675,-0.8704,0.5587,-0.34,1.762,0.3143,0.5579,0.13,TRSJQVQ128F9331A10
12710,46.65,6.791,4.679,3.005,2.698,2.695,2.324,2.327,2.132,2.006,2.463,2.099,1.655,-134.1,19.54,-7.246,6.575,-3.262,2.461,-2.985,-0.5631,-0.5141,0.02728,-0.3191,-1.129,-1.378,TRDDIZU12903CCC642
12711,32.95,4.012,3.539,2.869,2.429,2.18,1.833,2.111,2.04,1.788,1.679,1.58,1.388,-158.0,21.32,-6.059,0.6016,-4.692,1.523,-3.108,0.5377,-1.568,1.141,-1.794,0.3217,-1.668,TRRYYPN128F42276B1
12712,48.3,8.834,4.91,4.821,4.079,3.227,3.557,2.722,2.423,2.926,2.784,2.576,2.203,-133.7,20.11,9.306,2.889,0.5993,-0.01468,-0.9071,-0.06032,-1.517,-0.43,0.2195,-1.723,0.5864,TRJAMMQ128F1492CFF
12713,38.04,2.938,4.423,2.632,2.766,2.449,2.602,1.595,1.676,1.701,1.613,1.571,1.487,-89.66,3.322,-3.541,1.137,0.815,0.36,-1.547,1.904,0.1361,0.05332,0.2838,1.621,-1.222,TRKHBIW128F92E4111
12714,60.8,4.869,3.718,2.617,2.21,2.221,1.711,1.673,1.609,1.662,1.543,1.5,1.256,-112.1,13.55,1.798,3.326,-1.023,0.5564,-1.346,0.4556,-1.024,1.092,-1.162,0.7852,-0.639,TRRDTKP128F4275F4E
12715,54.14,6.808,3.61,2.289,2.14,1.912,2.094,1.739,1.587,1.59,1.558,1.461,1.574,-115.3,14.27,0.3174,2.203,-0.0195,0.3452,0.06911,-0.001405,1.121,0.9097,0.5226,0.4487,0.1046,TRBVFPM128F428020E
12716,35.11,3.822,3.768,2.4,2.415,2.106,2.043,1.637,1.595,1.495,1.514,1.331,1.209,-85.61,9.239,-4.637,1.819,1.41,0.313,-1.466,1.053,-0.9854,0.04785,-1.11,0.02747,-0.6686,TRWBXSW128F933C988
12717,57.47,4.987,2.966,3.782,2.746,2.418,2.18,2.122,2.279,1.959,1.792,1.48,1.675,-121.1,14.25,3.124,0.4005,0.9746,-1.43,1.044,0.1222,-2.632,0.5397,-0.775,-0.1715,-1.216,TRERFNM128F42942F8
12718,31.85,4.196,4.243,2.708,2.747,2.599,2.283,2.327,1.885,2.057,1.876,1.984,1.796,-131.1,10.88,-2.339,6.268,-1.045,0.9639,-2.177,0.3175,-0.2713,1.301,-1.863,1.299,-1.116,TRDSIFN128F423FEC1
12719,37.43,3.321,3.322,2.926,2.277,2.186,2.415,1.917,1.735,1.712,1.496,1.427,1.312,-96.39,6.723,1.169,3.278,-0.7836,1.523,-1.881,0.8584,-1.012,0.5992,-0.3871,0.7319,-0.8099,TRQWGVH128F14910DE
12720,56.51,6.413,5.142,3.481,2.896,2.275,2.181,1.828,1.722,2.029,1.732,1.578,1.424,-113.5,10.14,2.863,4.404,1.089,1.24,-0.2978,-0.01701,-0.07873,0.2147,-0.09397,-0.08622,-0.1078,TRBGUUF128F9334B97
12721,55.62,9.466,7.842,3.86,3.502,2.935,2.182,1.953,1.973,1.86,1.657,1.537,1.246,-161.1,21.17,9.077,3.878,0.2808,3.896,-0.4866,2.021,1.559,0.8939,0.3941,1.193,-0.4604,TRENZKV128F4290487
12722,37.66,6.259,5.385,3.571,2.698,3.0,2.192,2.164,2.213,1.851,1.73,1.699,1.504,-120.7,15.94,3.18,5.194,0.7562,0.8665,0.1386,1.485,-1.206,1.253,-0.312,-0.383,-0.4189,TRKCHSQ12903CBAA82
12723,35.9,5.923,4.362,3.534,3.032,2.466,2.256,1.949,1.893,1.896,1.619,1.501,1.293,-108.1,6.73,-1.315,7.14,-4.593,0.9578,-1.022,1.721,-0.7185,2.602,-1.011,1.034,-0.7821,TRVGIWL128F4250E3A
12724,36.37,6.919,5.007,2.567,2.579,2.344,1.982,1.94,1.699,1.663,1.631,1.527,1.495,-112.5,16.74,0.01632,4.134,-0.4863,1.39,-0.7444,0.01901,-1.547,0.3178,-0.9897,-0.0989,-0.9908,TROERYG128F93107D3
12725,35.94,5.418,4.786,3.157,2.589,2.22,2.323,1.901,1.816,1.748,1.508,1.525,1.33,-99.77,9.201,1.277,1.341,0.2951,0.7054,-1.156,0.5581,-1.035,0.8152,-0.2604,0.2446,-0.3535,TRFXKRV128F93393EC
12726,38.8,4.941,4.88,3.186,2.468,2.664,2.59,2.178,1.993,1.865,1.787,1.836,1.498,-92.52,7.433,0.405,1.074,0.7579,-0.1886,1.238,0.9957,0.2468,1.158,-1.007,-0.7176,0.1757,TRXJAML128F9339566
12727,38.77,5.399,4.114,3.243,2.994,2.322,2.031,1.981,1.738,1.705,1.563,1.513,1.398,-120.9,11.7,4.048,6.174,0.1847,3.196,-1.195,2.02,-1.494,1.373,-1.767,0.3944,-1.428,TRJPIXF128F1490487
12728,39.47,5.473,5.935,3.304,2.677,2.446,2.036,1.709,1.666,1.777,1.559,1.536,1.418,-119.6,13.33,4.769,1.784,1.938,-0.3742,-0.512,-0.3818,0.1955,0.01843,-0.4316,-0.8439,-0.03267,TRMMMQA128F14A454A
12729,43.08,5.943,5.496,4.061,3.821,3.047,3.041,2.367,2.716,2.454,2.206,1.762,1.728,-96.85,3.327,-0.2313,5.144,-3.41,0.8242,-1.725,2.55,-0.9865,3.208,-0.09912,0.3072,-0.753,TRUPFFB128F427C494
12730,43.23,4.836,3.394,2.831,2.466,2.035,2.41,1.752,1.893,1.817,1.626,1.463,1.37,-128.1,23.47,-4.094,3.248,-0.2295,0.4454,-1.797,2.434,-1.749,2.095,-1.813,0.4487,-1.138,TRDVRHD128F4266C4A
12731,31.65,4.025,3.475,2.723,2.422,2.112,1.737,1.632,1.484,1.508,1.459,1.39,1.258,-105.2,14.27,-5.447,7.069,-1.987,4.203,0.01262,2.089,-0.0836,2.288,-0.6382,0.6931,-0.8641,TRVWANJ12903CCEDAB
12732,43.77,4.817,3.47,3.473,2.674,2.363,2.123,1.833,1.725,1.816,1.583,1.434,1.395,-98.82,7.337,0.7745,6.89,0.3257,0.1952,-1.433,1.795,-0.4804,0.5468,0.05783,0.4026,-0.814,TRZBIAZ12903D11B7C
12733,35.34,8.148,5.146,4.277,2.872,2.698,2.57,2.19,2.06,2.173,1.987,1.834,1.731,-119.8,15.84,3.138,4.215,-1.047,1.99,-2.027,1.54,-1.108,1.246,-0.6957,0.473,-0.895,TREEDNC128F146ED16
12734,43.01,7.195,4.105,3.035,2.995,2.764,2.23,2.216,1.941,1.948,1.769,1.671,1.542,-125.2,14.02,-0.2668,5.129,1.031,3.596,-0.301,-0.01091,-0.8634,1.142,-0.3663,0.001452,-0.3657,TRJYPGT12903CF6833
12735,54.6,6.595,4.734,4.097,2.726,2.258,2.314,1.93,1.9,2.365,1.675,1.586,1.375,-96.67,11.01,0.4148,1.495,0.1261,-0.03937,-1.392,0.1496,-0.8485,1.218,-0.1757,-0.4142,-0.1518,TRMCKRE128F933ADC7
12736,62.86,4.649,3.504,2.49,2.25,2.173,1.87,2.094,1.971,1.586,1.489,1.341,1.326,-94.84,7.733,-0.8915,3.602,-1.116,0.6368,-1.482,1.336,-0.07006,0.6959,-1.49,0.4739,-1.229,TRZEAYY128F423928A
12737,38.33,5.16,4.285,3.507,2.73,2.262,2.054,1.946,1.679,1.767,1.597,1.434,1.332,-108.0,-0.8384,0.3388,3.164,-0.9753,1.194,-0.5026,0.9806,-0.7993,0.6087,-0.3463,0.5169,-0.1804,TRUJDIE128F4222BC7
12738,38.49,5.48,4.259,3.931,2.838,2.3,2.513,2.008,2.059,2.053,1.935,1.553,1.351,-118.2,10.77,4.491,2.583,-1.576,0.6435,-1.085,0.4888,-0.8012,1.493,-0.2997,0.1851,-0.4036,TROWNSR128F935478E
12739,52.99,7.204,6.857,3.748,2.949,2.669,2.45,1.897,2.09,1.907,1.805,1.478,1.36,-123.5,12.35,-0.6657,3.158,1.884,0.3043,0.9926,1.208,-1.119,0.3246,-1.166,-0.1886,-0.7297,TRBSNAC128F93428A1
12740,53.91,7.067,6.672,4.1,3.464,2.535,2.403,1.816,1.842,1.754,1.79,1.47,1.276,-122.1,12.96,-4.642,3.159,2.205,1.193,0.5536,1.267,0.6101,0.3547,0.6323,0.2986,-0.1387,TRWJMMB128F429D550
12741,36.55,4.29,3.885,2.356,2.388,2.034,1.778,1.54,1.843,1.737,1.701,1.589,1.377,-164.4,33.05,-3.146,3.478,0.5552,0.1882,-3.19,0.6411,-0.308,1.313,-2.387,-1.614,-1.891,TREXRGA128F422D9F7
12742,51.7,3.384,2.183,1.656,1.565,1.816,1.564,1.42,1.412,1.436,1.46,1.347,1.429,-100.7,10.88,-2.29,2.472,-0.739,0.6165,-2.451,1.443,-1.599,0.5301,-0.3742,0.7566,-0.5247,TRMRTSN128F4252D9B
12743,45.73,7.028,5.522,4.092,3.193,2.779,2.599,2.156,2.108,1.933,1.642,1.455,1.359,-142.2,20.76,-4.006,4.874,-0.01176,0.8066,-0.07323,1.131,-0.6137,1.606,-0.7251,0.5498,-0.664,TRPIDWH128E078385B
12744,46.82,3.862,4.585,2.772,2.595,1.921,1.76,2.008,1.663,1.573,1.615,1.474,1.343,-130.0,20.64,-2.222,4.6,-1.366,1.072,-1.373,0.5157,-0.0101,0.6818,-0.7146,0.4442,-1.086,TRVFOQL128F92E9D6B
12745,54.33,5.574,4.785,4.196,3.181,2.571,2.666,2.364,1.824,2.037,1.666,1.598,1.382,-112.7,5.919,1.627,3.345,1.857,0.6085,1.529,1.644,0.8938,1.208,0.9447,0.7638,-0.4776,TRBSXXT12903CB4A99
12746,46.94,9.748,5.312,2.599,2.1,2.54,1.782,1.617,1.735,1.563,1.414,1.627,1.235,-114.7,15.96,-0.1462,5.66,2.607,2.382,-0.08196,1.208,-1.023,0.6166,-0.5597,0.2703,-0.7918,TRIBGLJ12903CE6BF4
12747,38.18,5.082,3.36,2.517,2.557,2.365,1.686,1.494,1.531,1.604,1.408,1.466,1.237,-97.0,6.473,2.195,2.514,-0.5507,0.5658,-0.4216,1.273,0.1013,1.022,-0.2216,0.1596,-0.1342,TRUHIIU12903D0317B
12748,37.92,4.67,4.466,3.572,3.219,2.532,2.357,2.068,1.959,1.933,1.803,1.701,1.505,-98.81,2.874,3.798,4.189,1.099,1.532,-0.2923,2.403,-0.4923,0.4497,-0.385,0.5902,0.4761,TRYMQSE12903CBB2FE
12749,43.59,6.712,8.409,4.852,3.102,2.64,2.287,1.832,1.948,2.16,2.059,1.737,1.539,-189.8,35.11,-4.452,-0.7418,-3.016,-1.264,-3.402,0.413,-1.184,0.6661,-0.911,0.1383,-1.067,TRFZVRZ128F1454C04
12750,36.7,4.479,4.1,2.325,2.471,1.948,1.845,1.882,1.617,1.635,1.486,1.349,1.225,-133.0,10.47,-4.18,5.829,-1.112,1.552,-1.724,0.7807,-1.471,0.9087,0.002778,0.808,-1.208,TROGYMZ128F1468D91
12751,41.0,10.26,5.841,3.676,2.808,3.25,2.58,2.225,2.457,2.055,1.836,1.729,1.85,-160.8,27.06,8.141,6.583,-0.3945,-1.571,-4.56,1.087,-0.9098,0.1557,-1.252,0.7372,-1.843,TRIPFDM128F14A4234
12752,37.32,5.075,4.525,3.372,2.838,2.313,2.201,1.858,2.056,1.941,1.56,1.627,1.302,-101.7,13.13,-0.7786,6.952,-0.08538,2.154,-1.638,1.533,-1.06,0.4218,-0.847,0.3255,-0.2375,TRNUCGE128F931A669
12753,38.65,5.098,3.684,3.18,2.499,2.305,2.167,1.856,1.712,1.705,1.787,1.539,1.385,-94.48,7.507,1.963,2.809,0.06257,1.436,-1.303,1.418,-0.2639,0.4927,-0.2033,0.1008,-0.1817,TRULCQT12903D02EA8
12754,31.99,6.047,4.931,3.878,2.838,2.837,2.365,1.946,1.951,1.773,1.648,1.519,1.465,-97.43,8.542,0.7326,4.83,-0.5421,0.9692,-0.9741,2.605,-1.423,1.222,-1.1,0.5752,-0.8193,TRIIBVP128E0792750
12755,57.25,5.268,5.169,3.436,3.146,2.209,2.199,1.916,1.962,2.012,2.003,1.65,1.602,-120.1,1.219,0.7299,3.5,1.314,2.476,0.1425,1.06,-0.9779,1.575,-0.02905,-0.5375,-0.5499,TRKMJYR12903CD2E6A
12756,34.41,5.146,3.94,3.417,2.902,3.321,2.441,1.845,2.173,1.792,1.677,1.469,1.543,-103.1,12.81,-2.748,1.907,2.891,4.69,0.6075,-0.02218,-0.9711,1.156,0.3301,0.9335,-0.2,TRIFPKB128F933CE70
12757,36.31,5.282,4.243,3.949,3.019,2.824,2.572,2.081,2.0,1.881,1.841,1.824,1.445,-99.21,7.638,1.173,2.617,-0.1653,-0.1179,-0.3445,1.99,-1.38,1.394,-1.03,0.2766,-1.301,TRFUWLK128F1456BCC
12758,27.94,6.908,4.307,3.023,2.376,2.02,1.969,1.995,1.85,1.767,1.801,1.64,1.671,-139.1,25.9,0.03552,5.927,-0.8709,1.859,-1.018,-0.09384,-2.39,0.7158,-1.371,0.658,-0.6316,TRPDHPW128F148072E
12759,54.57,6.397,6.749,4.96,3.756,3.284,2.574,2.425,2.084,1.849,1.782,1.627,1.416,-118.7,5.442,-2.024,6.912,1.014,1.066,0.8619,1.428,0.3933,2.208,-0.9913,0.7324,-0.5404,TRCYILA128F4224BC4
12760,45.66,7.325,5.532,4.715,3.983,3.053,3.125,2.269,2.246,2.252,1.967,1.62,1.428,-129.4,7.089,3.278,4.59,-0.6266,-0.02511,-1.13,0.4232,-0.6275,1.976,0.3714,0.9427,-0.9014,TRQMTFH12903CE0B53
12761,62.26,8.352,4.467,4.01,3.471,2.759,2.804,2.394,2.213,2.337,2.355,1.721,1.671,-111.3,9.297,0.3849,6.588,-0.4173,1.031,-0.7427,0.4381,-0.591,1.821,-1.127,1.067,-0.5571,TRWIQEQ128E079942D
12762,48.58,6.851,6.992,4.281,4.003,3.218,2.528,2.653,2.53,2.208,1.891,1.972,2.575,-144.4,9.401,-11.56,-1.801,-8.92,-3.859,-2.599,-2.5,-5.374,-0.02541,-3.235,-0.9175,-0.9635,TROTXEV128F934984E
12763,32.46,4.498,4.045,3.714,2.804,2.349,2.188,2.235,1.818,1.984,1.747,1.507,1.407,-89.09,5.392,0.7557,5.17,1.165,1.563,-0.1891,1.681,0.02895,1.547,-0.6384,0.5965,-0.09746,TRSMOPM128F4291D90
12764,39.29,7.385,5.921,4.222,3.675,3.018,2.598,2.171,2.373,2.167,2.139,1.857,1.887,-123.8,11.39,6.873,5.9,-0.8384,0.724,-3.206,2.001,-1.82,1.902,-1.086,1.12,-1.091,TRMQYRW128F146940E
12765,55.85,3.791,3.45,2.761,2.465,2.507,2.079,1.7,1.843,1.695,1.504,1.365,1.289,-130.6,9.557,-0.2117,6.987,-0.5362,3.134,-2.375,2.622,-2.819,1.067,-1.451,1.266,-1.021,TRXHAZQ128F4295B53
12766,38.79,4.377,5.896,3.789,3.592,2.52,2.303,2.42,1.704,2.161,1.748,1.518,1.63,-175.1,26.54,2.041,6.737,1.396,1.122,0.3996,0.3919,-1.564,-0.1329,-2.054,-0.02223,-0.332,TRFVGAG12903CAD3DB
12767,32.93,5.813,5.029,3.959,2.589,2.27,2.233,1.805,1.655,1.815,1.647,1.483,1.409,-125.8,11.87,-2.404,5.651,1.416,1.165,-1.02,1.169,-1.146,1.688,-0.9227,-0.0973,-0.6997,TRHUADC128F425467B
12768,56.72,6.665,3.925,3.142,2.557,2.338,2.18,1.78,1.854,1.836,1.673,1.521,1.447,-130.0,13.75,-0.1734,3.653,-2.055,1.694,-2.115,1.588,-1.55,1.919,-1.202,0.8911,-1.082,TRODEAP128F146836E
12769,31.5,4.891,4.289,3.403,2.226,2.592,2.279,1.974,1.93,1.72,1.604,1.519,1.349,-111.8,13.5,-0.4507,3.548,0.674,0.5071,-1.161,1.667,-2.151,0.6333,-1.337,0.6677,-1.348,TRHJNJZ128F148C766
12770,35.24,5.152,4.619,3.139,2.62,2.294,2.013,1.809,1.752,1.708,1.646,1.523,1.377,-95.34,13.29,-2.116,4.937,-0.5973,1.199,-0.6488,1.284,-1.368,1.455,-0.9902,0.7592,-0.6974,TRAYFNV128F421A865
12771,38.58,5.546,3.637,2.602,2.483,2.192,2.069,1.824,1.947,1.806,1.969,1.914,1.884,-110.8,13.48,0.6359,6.182,-2.583,1.961,-1.658,1.554,-0.8387,1.558,-0.8764,0.9907,-1.264,TRFDLYS128F14525C1
12772,28.57,5.981,4.163,2.341,1.978,2.116,2.201,1.721,1.688,1.65,1.564,1.427,1.319,-101.8,10.86,1.781,2.295,1.465,-1.734,-2.117,-1.738,-0.5293,0.2007,-1.407,-0.8726,-0.7763,TRISKHT128F92FFC67
12773,52.43,4.098,4.628,3.036,2.237,3.042,2.257,1.913,1.772,1.834,1.638,1.589,1.33,-131.8,9.679,3.966,5.392,0.6419,1.965,0.1897,2.213,-1.441,1.401,0.05935,1.379,0.365,TRFQWUW128F9342679
12774,39.0,7.12,6.752,4.098,3.515,2.76,3.035,2.636,2.219,2.205,1.93,1.709,1.661,-100.7,8.237,3.939,3.218,0.2434,2.1,-1.16,1.922,-0.2613,0.733,-0.159,0.7718,-0.6752,TRJSJSK128F4220E8C
12775,47.15,7.921,5.258,2.797,2.579,2.492,2.178,1.871,1.839,1.752,1.502,1.424,1.341,-124.8,14.3,0.2809,4.214,-1.007,2.97,-1.228,1.831,-0.9055,1.581,-0.7412,0.8376,-0.722,TRSFPKG128F4252497
12776,54.61,5.185,3.721,2.878,2.37,2.378,1.923,2.005,1.702,1.729,1.749,1.441,1.366,-92.43,8.264,3.096,0.6029,0.2106,0.01797,0.3064,0.6627,-0.3801,0.06605,-0.8579,-0.5517,-0.1234,TRIJZBR128F92E2107
12777,40.18,8.045,6.418,4.009,3.254,2.771,2.584,1.914,1.843,1.775,1.749,1.54,1.595,-115.5,8.82,-1.736,6.453,-0.7904,1.608,0.2981,1.356,0.1153,1.21,0.03351,0.2416,-0.3768,TRAFSZA12903CBCAB0
12778,40.88,7.287,6.891,3.855,3.452,2.384,3.467,2.035,2.002,1.904,1.768,1.453,1.554,-141.6,19.25,-4.533,3.504,0.7477,-0.7087,0.05153,1.81,-0.2559,1.067,-0.7966,0.3193,0.2272,TRQJHCC128F934EC9F
12779,28.36,4.98,3.035,3.05,2.663,2.124,2.363,1.807,1.814,1.801,1.609,1.548,1.386,-116.1,13.47,-2.974,7.615,-1.784,2.354,0.05608,1.309,-0.946,1.993,-0.7285,0.8903,-0.5463,TRKJOGZ128F4232513
12780,47.52,5.73,4.154,3.442,2.992,2.497,2.874,1.827,1.835,2.17,1.805,1.793,1.628,-129.8,14.06,4.693,0.864,-2.019,1.653,-0.01195,-0.09023,-1.076,2.263,-0.8077,0.8363,-1.419,TRFMMTF128F427CC1A
12781,35.64,4.623,3.307,3.024,2.778,2.663,2.342,2.121,1.961,2.033,1.761,1.778,1.585,-118.3,15.61,-4.289,6.928,-1.936,1.53,-2.431,2.007,-2.083,2.409,-2.081,1.594,-0.9499,TRFDDUJ128E0785F90
12782,56.95,4.458,4.261,2.974,2.386,2.734,2.451,1.884,1.838,2.538,1.84,1.594,1.596,-116.2,11.01,-2.004,3.355,0.7638,-1.352,0.7219,-0.1023,-1.403,1.648,-1.653,0.3483,0.3146,TRJMCTG128F933A3AE
12783,37.35,5.482,3.389,3.803,2.43,2.231,2.013,1.803,1.782,1.726,1.606,1.506,1.233,-134.0,18.62,6.05,6.074,-0.0663,2.172,-1.9,0.1591,-1.929,0.363,-0.5038,-0.2162,-0.2422,TRWCJGH12903CE94B2
12784,36.08,5.653,4.807,4.152,2.971,2.124,2.087,1.786,1.895,1.765,1.511,1.634,1.67,-124.5,26.96,-5.267,6.745,-0.0746,-2.374,-1.689,0.2585,-0.9106,-0.1581,-1.365,-0.0816,-0.351,TRUQAKM128F93442C2
12785,41.01,5.974,4.807,3.518,2.879,3.062,2.485,2.029,2.234,2.073,1.933,1.604,1.567,-119.8,16.96,5.6,3.737,-0.02842,0.4674,-0.8008,0.3081,-1.445,1.06,-0.8488,0.429,-0.2018,TRQIVZW128F9336BBE
12786,35.22,4.208,3.827,3.411,2.828,2.506,2.215,1.892,1.898,1.814,1.738,1.511,1.321,-92.5,9.77,-1.133,0.9005,1.1,1.091,0.05493,0.9314,0.7775,1.132,-0.2895,-0.0582,0.006717,TRZZCZG12903CBF4AC
12787,43.12,6.836,4.449,3.819,2.935,2.84,2.256,1.939,1.863,1.719,2.142,1.553,1.426,-135.8,16.55,1.695,6.388,-0.01993,1.771,-2.147,0.251,-1.029,0.7015,-1.692,-0.7772,-0.8355,TRKWHFR12903CAF113
12788,28.47,4.271,3.785,2.925,2.162,2.027,1.923,1.764,1.598,1.435,1.365,1.251,1.18,-98.74,5.511,-2.079,4.671,1.534,-3.412,-0.8502,1.066,0.3518,0.07673,-0.1699,0.03182,0.07227,TRPUJSC128F92D99F4
12789,60.88,5.517,3.546,3.69,2.461,2.352,2.239,2.185,1.74,1.916,1.626,1.566,1.33,-119.6,17.29,0.08224,4.439,-1.241,1.464,-1.344,1.056,-2.119,0.7832,-2.169,-0.1129,-0.9652,TRKTVDT128F146E072
12790,40.11,4.804,4.616,3.938,3.44,2.851,3.021,2.344,2.305,2.108,2.081,1.957,1.851,-104.6,5.317,1.568,4.878,0.07975,0.08853,0.4192,0.5675,0.05631,-0.4288,-0.2377,-0.9694,-0.2259,TRGBFJP128F1462C2E
12791,33.33,4.558,4.188,2.604,2.422,2.568,1.771,1.588,1.441,1.494,1.369,1.31,1.279,-164.0,9.7,11.71,5.592,1.492,0.006119,-0.7811,1.689,-1.294,1.901,-1.012,0.7154,-1.441,TRRLRSU128F1465CF6
12792,46.34,7.253,5.66,4.034,3.499,3.016,2.605,2.123,1.876,1.995,1.728,1.846,1.542,-113.9,15.26,-1.348,4.512,0.579,1.871,-0.3673,1.166,-0.04079,1.62,-0.8387,0.8522,0.09311,TRKXOUL128F42A1B9C
12793,42.46,6.794,5.358,4.182,3.9,2.923,2.653,2.096,2.048,1.97,1.712,1.687,1.509,-155.0,23.58,-8.074,7.956,-6.83,-2.33,-3.058,0.856,-0.7082,1.706,-1.184,-0.04144,-1.176,TRCBNTX128F429AF7E
12794,48.78,5.963,5.849,4.37,3.306,3.343,2.819,2.148,2.426,2.008,1.672,1.634,1.333,-122.4,8.667,1.003,3.399,-1.815,1.073,-0.5035,2.52,-1.12,2.5,-0.2709,0.802,-0.1188,TRFQUKR128F42864DB
12795,28.08,5.408,3.47,2.523,2.504,1.93,1.852,1.876,1.83,1.832,1.588,1.536,1.329,-135.5,16.93,2.512,1.082,-0.4542,1.368,-1.999,-2.891,-2.984,-0.7565,0.427,-1.248,-1.117,TRMHBKC128F92DBA21
12796,60.14,6.074,3.079,2.73,2.46,2.636,2.139,1.922,2.032,2.011,1.547,1.509,1.474,-133.4,12.89,2.259,3.47,1.225,1.048,-1.167,3.134,-1.784,1.731,-1.487,0.2643,-0.6914,TREIYGV128F148A18C
12797,33.16,4.107,3.463,2.811,2.515,3.212,2.713,2.57,3.088,2.535,2.549,2.884,2.001,-154.3,21.75,-6.071,2.157,-3.381,2.372,0.4038,2.072,-2.12,-0.3528,-2.526,0.7014,-0.5652,TRSDCLX128F42892BE
12798,36.13,8.987,4.893,3.644,3.085,2.545,2.635,2.151,1.931,2.006,1.924,1.657,1.513,-130.9,28.17,1.493,1.187,-3.881,1.206,-3.126,2.335,0.1257,1.868,-1.238,0.8008,0.3935,TRNDMFG128F427929F
12799,42.04,7.75,3.41,2.364,1.809,2.2,2.156,1.625,1.727,1.666,1.699,1.494,1.467,-110.4,6.582,3.765,4.371,-0.265,1.867,-0.1504,0.7768,0.3313,-0.8531,-1.691,-0.782,0.3683,TRDSYAE128F9312178
12800,44.33,3.328,2.876,2.485,2.98,2.195,1.958,1.686,1.728,1.83,1.605,1.526,1.563,-143.4,27.61,-7.009,4.25,-0.7517,1.923,-2.338,1.94,-1.158,2.03,-1.098,1.823,-0.5738,TRGEBEX128F425C4C7
12801,51.5,3.934,3.293,3.157,2.611,2.07,2.023,1.449,1.593,1.641,1.536,1.436,1.362,-91.23,1.984,6.299,0.8726,0.5272,0.6666,-0.2958,-0.1169,-0.2366,-0.08083,0.01851,-0.5161,-0.06748,TRXWLLO128F9312D2E
12802,57.04,7.72,4.705,3.533,2.984,2.274,2.342,2.112,1.712,2.217,1.651,1.655,1.854,-162.2,24.68,8.668,2.694,2.624,-1.034,-1.785,-2.837,-2.013,-0.8965,-0.1055,-0.5972,-0.3189,TRQNARC128F933A718
12803,60.31,4.007,3.268,2.649,2.542,2.442,2.147,1.694,1.787,2.285,1.747,1.501,1.4,-105.8,5.504,4.865,2.596,1.408,0.1033,0.6451,0.2437,0.06602,1.596,-0.05872,0.2257,-0.1618,TRLQTSI128F42328BD
12804,41.31,5.566,4.716,3.449,2.51,2.501,2.226,1.825,1.866,1.753,1.533,1.493,1.319,-104.5,5.417,0.795,4.378,0.5206,1.611,0.2627,1.932,-0.489,1.867,-0.001857,-0.1172,-0.004677,TRKUAOH128F931C143
12805,51.7,6.146,4.098,4.027,3.182,2.183,2.666,1.844,2.049,1.785,1.778,1.541,1.314,-132.0,4.785,9.457,2.863,1.987,1.471,1.151,1.69,1.071,1.457,0.9524,0.9524,0.5803,TRWGFYU128F931B83A
12806,55.08,5.316,4.349,3.26,2.837,3.138,2.365,1.762,2.104,1.76,1.573,1.613,1.334,-98.62,2.959,2.898,4.197,0.8568,-1.853,-0.03505,0.9966,0.3856,0.9738,-0.298,0.4383,-0.1975,TRZJBKH128F9313AD0
12807,42.75,3.645,2.992,2.457,2.063,1.895,1.919,1.569,1.511,1.526,1.453,1.412,1.24,-86.22,6.603,0.5208,2.963,-1.235,0.1132,-1.272,2.503,0.7008,0.7235,-0.7422,0.5509,-0.06994,TRKRXCG128F92F65C5
12808,39.31,6.964,6.523,4.171,3.216,2.823,2.626,2.116,2.197,2.076,1.784,1.652,1.514,-110.1,8.598,1.892,4.13,1.394,1.586,-1.22,1.315,-0.3277,0.8542,-0.4756,0.262,-0.3657,TRAZHEG128F93100B0
12809,57.86,6.061,2.513,3.629,2.189,1.634,2.271,3.193,1.518,1.408,1.222,1.335,1.105,-202.8,31.3,8.524,10.2,8.181,6.016,0.7086,5.936,0.2138,-0.5705,-0.3866,1.687,-0.6028,TRMVDLV128F428CA92
12810,35.91,4.534,4.504,3.509,3.591,3.85,2.482,2.114,1.829,2.287,2.462,1.677,1.412,-152.0,21.26,-5.736,0.2411,-2.853,-1.343,-2.416,-1.172,-0.06564,1.996,0.6092,0.6458,0.1455,TRLLKJL128F9303000
